2005.08,한국 스포츠컴플렉스 조성 기본계획 수립
2007.07,문화체육컴플렉스 건립계획 수립
2009.02,운동장 착공
2009.08,운동장 건립계획 수립
2015.09,운동장 준공
2015.11,운동장 개장
